Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,mitochondrial translation (GO:0032543),8/105,5.498704271019541e-08,4.7783740115159805e-05,0,0,17.75257731958763,296.75506963927774,MRPL53;NOA1;MRPL16;GATC;MRPL28;MRPS21;MRPL9;MRPL24
GO_Biological_Process_2021,translational termination (GO:0006415),7/96,5.232574268571911e-07,0.0002273553519694495,0,0,16.754500422858523,242.3235612048881,N6AMT1;MRPL53;MRPL16;MRPS21;MRPL28;MRPL9;MRPL24
GO_Biological_Process_2021,translational elongation (GO:0006414),7/104,9.027237183591916e-07,0.0002614889704180458,0,0,15.366478217492515,213.86832795035448,MRPL53;EEF1A2;MRPL16;MRPL28;MRPS21;MRPL9;MRPL24
GO_Biological_Process_2021,translation (GO:0006412),9/214,1.273088878228798e-06,0.0002765785587952064,0,0,9.501742160278743,128.97726021334307,N6AMT1;NOA1;EEF1A2;MRPL16;GATC;MRPL28;MRPS21;MRPL9;MRPL24
GO_Biological_Process_2021,mitochondrial translational elongation (GO:0070125),6/89,5.580857962497584e-06,0.0008082942615684001,0,0,15.23993847731351,184.34485669010323,MRPL53;MRPL16;MRPS21;MRPL28;MRPL9;MRPL24
GO_Biological_Process_2021,mitochondrial translational termination (GO:0070126),6/89,5.580857962497584e-06,0.0008082942615684001,0,0,15.23993847731351,184.34485669010323,MRPL53;MRPL16;MRPS21;MRPL28;MRPL9;MRPL24
GO_Biological_Process_2021,mitochondrial gene expression (GO:0140053),4/42,5.69121176311189e-05,0.0070652328887774,0,0,21.778508771929825,212.86319430179836,NOA1;MRPL16;GATC;MRPS21
GO_Biological_Process_2021,mitochondrial fission (GO:0000266),3/18,9.371291441807692e-05,0.0101795653286636,0,0,41.0,380.2862565875762,FIS1;MTFP1;GDAP1
GO_Biological_Process_2021,mitochondrial transport (GO:0006839),4/56,0.00017701179211161472,0.0170914719272214,0,0,15.903846153846152,137.39800592224685,FIS1;ABCB10;BAD;GDAP1
GO_Biological_Process_2021,cholesterol efflux (GO:0033344),3/24,0.00022743640782365407,0.0197642238398755,0,0,29.276877761413843,245.59318448881905,NPC1;APOA1;APOC3
GO_Biological_Process_2021,positive regulation of lipid metabolic process (GO:0045834),3/25,0.00025751452149389134,0.0203436471980174,0,0,27.944704779756325,230.94718074554484,EEF1A2;APOA1;F2
GO_Biological_Process_2021,organelle fission (GO:0048285),3/26,0.0002900493873630044,0.0210044098015375,0,0,26.728372926938597,217.7148751207531,FIS1;MTFP1;GDAP1
GO_Biological_Process_2021,regulation of very-low-density lipoprotein particle remodeling (GO:0010901),2/6,0.0003664321680484968,0.0244945810795495,0,0,101.51020408163264,803.1179907171842,APOA1;APOC3
GO_Biological_Process_2021,regulation of fatty acid biosynthetic process (GO:0042304),3/29,0.0004032210189685461,0.0250285046774047,0,0,23.64076130055512,184.7767981808264,MID1IP1;APOA1;APOC3
GO_Biological_Process_2021,regulation of Cdc42 protein signal transduction (GO:0032489),2/8,0.0006795551666861537,0.0393688959900178,0,0,67.66666666666667,493.5655481733249,APOA1;APOC3
GO_Biological_Process_2021,chylomicron remodeling (GO:0034371),2/9,0.000870867194754317,0.0472989745150938,0,0,57.99708454810496,408.648679561366,APOA1;APOC3
GO_Biological_Process_2021,chylomicron assembly (GO:0034378),2/10,0.0010850384206118,0.0523832437506502,0,0,50.74489795918368,346.39177176286466,APOA1;APOC3
GO_Biological_Process_2021,positive regulation of RIG-I signaling pathway (GO:1900246),2/10,0.0010850384206118,0.0523832437506502,0,0,50.74489795918368,346.39177176286466,PUM1;ZCCHC3
GO_Biological_Process_2021,regulation of lipid kinase activity (GO:0043550),2/11,0.0013218400851343,0.0577307866679481,0,0,45.10430839002267,298.984305122014,EEF1A2;F2
GO_Biological_Process_2021,peptide biosynthetic process (GO:0043043),5/162,0.0013286717299872,0.0577307866679481,0,0,6.618504860878311,43.83816687504718,EEF1A2;MRPL28;MRPS21;MRPL9;MRPL24
GO_Biological_Process_2021,positive regulation of response to biotic stimulus (GO:0002833),3/45,0.0014777850926901,0.0597360084300453,0,0,14.622974963181148,95.3010113987768,POLR3D;PUM1;ZCCHC3
GO_Biological_Process_2021,phospholipid efflux (GO:0033700),2/12,0.0015810451022911,0.0597360084300453,0,0,40.59183673469388,261.8039188938469,APOA1;APOC3
GO_Biological_Process_2021,regulation of triglyceride catabolic process (GO:0010896),2/12,0.0015810451022911,0.0597360084300453,0,0,40.59183673469388,261.8039188938469,APOA1;APOC3
GO_Biological_Process_2021,positive regulation of fatty acid biosynthetic process (GO:0045723),2/13,0.0018624280503563,0.0647379990303876,0,0,36.89981447124304,231.94759321375395,MID1IP1;APOA1
GO_Biological_Process_2021,triglyceride-rich lipoprotein particle remodeling (GO:0034370),2/13,0.0018624280503563,0.0647379990303876,0,0,36.89981447124304,231.94759321375395,APOA1;APOC3
GO_Biological_Process_2021,gene expression (GO:0010467),7/356,0.002073686296928,0.0683064995735591,0,0,4.216563453184213,26.051731323575414,UPF2;NUP42;EEF1A2;MRPL28;MRPS21;MRPL9;MRPL24
GO_Biological_Process_2021,cholesterol transport (GO:0030301),3/51,0.0021222963043568,0.0683064995735591,0,0,12.791237113402062,78.73334684431502,NPC1;APOA1;APOC3
GO_Biological_Process_2021,positive regulation of pattern recognition receptor signaling pathway (GO:0062208),2/15,0.0024908343052083,0.0715659892742752,0,0,31.21978021978022,187.16687708215863,PUM1;ZCCHC3
GO_Biological_Process_2021,mitotic recombination (GO:0006312),2/15,0.0024908343052083,0.0715659892742752,0,0,31.21978021978022,187.16687708215863,XRCC3;RAD54B
GO_Biological_Process_2021,positive regulation of kinase activity (GO:0033674),4/114,0.0025784986150308,0.0715659892742752,0,0,7.496212121212121,44.681532028702,RASSF2;EEF1A2;SNX9;F2
GO_Biological_Process_2021,regulation of gene silencing by RNA (GO:0060966),3/55,0.0026353413771885,0.0715659892742752,0,0,11.804916732751783,70.10636130554923,H3C13;NUP42;PUM1
GO_Biological_Process_2021,regulation of posttranscriptional gene silencing (GO:0060147),3/55,0.0026353413771885,0.0715659892742752,0,0,11.804916732751783,70.10636130554923,H3C13;NUP42;PUM1
GO_Biological_Process_2021,reverse cholesterol transport (GO:0043691),2/17,0.0032052883489498,0.0844059265223468,0,0,27.05442176870748,155.3722787250682,APOA1;APOC3
GO_Biological_Process_2021,release of cytochrome c from mitochondria (GO:0001836),2/18,0.003594237117374,0.0844160014864345,0,0,25.362244897959183,142.7494556250508,FIS1;BAD
GO_Biological_Process_2021,positive regulation of fatty acid metabolic process (GO:0045923),2/18,0.003594237117374,0.0844160014864345,0,0,25.362244897959183,142.7494556250508,MID1IP1;APOA1
GO_Biological_Process_2021,high-density lipoprotein particle remodeling (GO:0034375),2/18,0.003594237117374,0.0844160014864345,0,0,25.362244897959183,142.7494556250508,APOA1;APOC3
GO_Biological_Process_2021,mitochondrial fusion (GO:0008053),2/18,0.003594237117374,0.0844160014864345,0,0,25.362244897959183,142.7494556250508,FIS1;GDAP1
GO_Biological_Process_2021,regulation of RIG-I signaling pathway (GO:0039535),2/19,0.0040040456388033,0.0915662015821079,0,0,23.869147659063625,131.7684366549516,PUM1;ZCCHC3
GO_Biological_Process_2021,regulation of gene silencing by miRNA (GO:0060964),3/67,0.0046086500826343,0.097612354685466,0,0,9.58569587628866,51.56932115539997,H3C13;NUP42;PUM1
GO_Biological_Process_2021,regulation of lipoprotein lipase activity (GO:0051004),2/21,0.0048853872583166,0.097612354685466,0,0,21.354457572502685,113.63788950907964,APOA1;APOC3
GO_Biological_Process_2021,sterol transport (GO:0015918),2/21,0.0048853872583166,0.097612354685466,0,0,21.354457572502685,113.63788950907964,NPC1;APOA1
GO_Biological_Process_2021,cellular protein metabolic process (GO:0044267),7/417,0.0049503074323549,0.097612354685466,0,0,3.5780225544190927,18.99323715104112,EEF1A2;MRPL28;APOA1;MRPS21;MRPL9;F2;MRPL24
GO_Biological_Process_2021,cellular macromolecule biosynthetic process (GO:0034645),6/314,0.0049557427926888,0.097612354685466,0,0,4.06023763470572,21.54852652865833,ORC6;EEF1A2;MRPL28;MRPS21;MRPL9;MRPL24
GO_Biological_Process_2021,positive regulation of response to external stimulus (GO:0032103),4/139,0.0052345172209349,0.097612354685466,0,0,6.1003086419753085,32.04175316395329,POLR3D;PUM1;F2;ZCCHC3
GO_Biological_Process_2021,organelle fusion (GO:0048284),2/22,0.0053564969577325,0.097612354685466,0,0,20.285714285714285,106.08302856731788,FIS1;GDAP1
GO_Biological_Process_2021,mitochondrial calcium ion homeostasis (GO:0051560),2/22,0.0053564969577325,0.097612354685466,0,0,20.285714285714285,106.08302856731788,FIS1;MICU2
GO_Biological_Process_2021,protein import into peroxisome membrane (GO:0045046),2/22,0.0053564969577325,0.097612354685466,0,0,20.285714285714285,106.08302856731788,FIS1;GDAP1
GO_Biological_Process_2021,cholesterol homeostasis (GO:0042632),3/71,0.0054200564280536,0.097612354685466,0,0,9.020012128562763,47.06325773617709,NPC1;APOA1;APOC3
GO_Biological_Process_2021,positive regulation of cellular catabolic process (GO:0031331),4/141,0.0055040338085015,0.097612354685466,0,0,6.010644768856448,31.269021219661248,BAD;APOA1;SNX9;TRIM21
GO_Biological_Process_2021,sterol homeostasis (GO:0055092),3/72,0.0056354324907242,0.0979438166887876,0,0,8.888839085611833,46.03246549484361,NPC1;APOA1;APOC3
GO_Biological_Process_2021,peptidyl-glutamic acid modification (GO:0018200),2/24,0.0063585473607634,0.1083446599314399,0,0,18.43970315398887,93.26719485343038,VKORC1L1;CFAP20
GO_Biological_Process_2021,acylglycerol homeostasis (GO:0055090),2/25,0.0068890740028299,0.1151270251626778,0,0,17.637089618456077,87.79423275712823,APOA1;APOC3
GO_Biological_Process_2021,peptidyl-lysine methylation (GO:0018022),2/27,0.0080081065105895,0.1265280828673149,0,0,16.224489795918366,78.32049478663112,N6AMT1;EEF1AKMT2
GO_Biological_Process_2021,peroxisomal membrane transport (GO:0015919),2/27,0.0080081065105895,0.1265280828673149,0,0,16.224489795918366,78.32049478663112,FIS1;GDAP1
GO_Biological_Process_2021,protein export from nucleus (GO:0006611),2/27,0.0080081065105895,0.1265280828673149,0,0,16.224489795918366,78.32049478663112,XPO4;NUP42
GO_Biological_Process_2021,protein targeting to peroxisome (GO:0006625),2/29,0.0092030974751143,0.1428123518906138,0,0,15.02116402116402,70.4224490277819,FIS1;GDAP1
GO_Biological_Process_2021,protein targeting to membrane (GO:0006612),3/87,0.0094911203717816,0.1446979579487413,0,0,7.296023564064801,33.980490043633495,FIS1;GDAP1;SEC63
