Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,SNARE interactions in vesicular transport,2/33,0.0118145960439167,0.6283888828220439,0,0,13.08031599736669,58.0559303610333,SNAP29;BET1
KEGG_2021_Human,Nicotinate and nicotinamide metabolism,2/35,0.0132279832722483,0.6283888828220439,0,0,12.286332714904145,53.14355844722063,QPRT;SIRT2
KEGG_2021_Human,Human immunodeficiency virus 1 infection,4/212,0.0218526553311166,0.6283888828220439,0,0,3.9447115384615374,15.082339638005845,TRAF6;LIMK2;CHEK1;RPS6KB2
KEGG_2021_Human,Lysosome,3/128,0.0264138379001086,0.6283888828220439,0,0,4.89278350515464,17.77972570780468,AP4M1;GAA;CTSW
KEGG_2021_Human,Autophagy,3/137,0.0314194441411021,0.6283888828220439,0,0,4.562086474842284,15.786317107275496,TRAF6;RPS6KB2;SNAP29
KEGG_2021_Human,Sulfur relay system,1/8,0.0393135041520565,0.6552250692009424,0,0,28.705627705627705,92.8967850071638,MOCS2
KEGG_2021_Human,Peroxisome,2/82,0.0635161526621471,0.6827283349716552,0,0,5.056122448979592,13.93700450766989,ACOT8;SLC25A17
KEGG_2021_Human,PD-L1 expression and PD-1 checkpoint pathway in cancer,2/89,0.0732536203857354,0.6827283349716552,0,0,4.647665962936899,12.148197603177868,TRAF6;RPS6KB2
KEGG_2021_Human,Selenocompound metabolism,1/17,0.0817146326715556,0.6827283349716552,0,0,12.553030303030305,31.43934295429433,SCLY
KEGG_2021_Human,Primary bile acid biosynthesis,1/17,0.0817146326715556,0.6827283349716552,0,0,12.553030303030305,31.43934295429433,ACOT8
KEGG_2021_Human,Fc gamma R-mediated phagocytosis,2/97,0.0849237360045432,0.6827283349716552,0,0,4.254564983888292,10.49176426482804,LIMK2;RPS6KB2
KEGG_2021_Human,NF-kappa B signaling pathway,2/104,0.0955625544444408,0.6827283349716552,0,0,3.961184473789516,9.300759047174036,TRAF6;ERC1
KEGG_2021_Human,Chemical carcinogenesis,3/239,0.1179345358613871,0.6827283349716552,0,0,2.576970120566137,5.508597272583688,SULT1A1;MGST3;RPS6KB2
KEGG_2021_Human,Folate biosynthesis,1/26,0.1222622476286691,0.6827283349716552,0,0,8.030303030303031,16.876380218002918,MOCS2
KEGG_2021_Human,Galactose metabolism,1/31,0.1440174715013112,0.6827283349716552,0,0,6.69023569023569,12.964476920040203,GAA
KEGG_2021_Human,RNA polymerase,1/31,0.1440174715013112,0.6827283349716552,0,0,6.69023569023569,12.964476920040203,POLR3K
KEGG_2021_Human,Signaling pathways regulating pluripotency of stem cells,2/143,0.1604167144707384,0.6827283349716552,0,0,2.859892893327544,5.233547895270227,PCGF6;BMI1
KEGG_2021_Human,Starch and sucrose metabolism,1/36,0.165238740567014,0.6827283349716552,0,0,5.733044733044733,10.321566994169176,GAA
KEGG_2021_Human,Primary immunodeficiency,1/38,0.1735806579316256,0.6827283349716552,0,0,5.422604422604422,9.495592558231127,IGLL1
KEGG_2021_Human,Ribosome,2/158,0.1871181588639223,0.6827283349716552,0,0,2.5829408686551543,4.329047629874819,MRPL3;RSL24D1
KEGG_2021_Human,ABC transporters,1/45,0.2021326772791743,0.6827283349716552,0,0,4.558310376492194,7.287967841732019,ABCB10
KEGG_2021_Human,Hepatocellular carcinoma,2/168,0.2052495909264702,0.6827283349716552,0,0,2.426112613720187,3.841818525538327,MGST3;RPS6KB2
KEGG_2021_Human,Nucleotide excision repair,1/47,0.2101094941683413,0.6827283349716552,0,0,4.359683794466403,6.801658146757973,XPC
KEGG_2021_Human,Sphingolipid metabolism,1/49,0.21800735103248,0.6827283349716552,0,0,4.177609427609427,6.363445371866637,DEGS1
KEGG_2021_Human,Glutathione metabolism,1/57,0.2488245414130006,0.6827283349716552,0,0,3.5793650793650795,4.978922896997587,MGST3
KEGG_2021_Human,Pathogenic Escherichia coli infection,2/197,0.2586682300435333,0.6827283349716552,0,0,2.062271062271062,2.78862149806572,TRAF6;TMBIM6
KEGG_2021_Human,Viral carcinogenesis,2/203,0.2697872573969225,0.6827283349716552,0,0,2.000101533150574,2.620376153040449,CHEK1;HDAC6
KEGG_2021_Human,Cytosolic DNA-sensing pathway,1/63,0.2711455282609312,0.6827283349716552,0,0,3.231997393287716,4.218078497375417,POLR3K
KEGG_2021_Human,Lysine degradation,1/63,0.2711455282609312,0.6827283349716552,0,0,3.231997393287716,4.218078497375417,AASS
KEGG_2021_Human,Proteoglycans in cancer,2/205,0.2734937354684326,0.6827283349716552,0,0,1.980195033678496,2.567276450212099,RPS6KB2;NUDT16L1
KEGG_2021_Human,Acute myeloid leukemia,1/67,0.2856600898087258,0.6827283349716552,0,0,3.0355065809611266,3.8033460819667058,RPS6KB2
KEGG_2021_Human,RIG-I-like receptor signaling pathway,1/70,0.2963578762035246,0.6827283349716552,0,0,2.9030888596105986,3.530700422312052,TRAF6
KEGG_2021_Human,Adherens junction,1/71,0.2998884383134025,0.6827283349716552,0,0,2.8614718614718613,3.446198601550195,NECTIN1
