Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,vascular associated smooth muscle contraction (GO:0014829),2/8,0.0006795551666861537,0.2558442664921113,0,0,67.66666666666667,493.5655481733249,ACTA2;PIK3C2A
GO_Biological_Process_2021,histone exchange (GO:0043486),3/38,0.0009010656627178086,0.2558442664921113,0,0,17.55375552282769,123.08574753825548,SPTY2D1;CENPP;CENPS
GO_Biological_Process_2021,vasoconstriction (GO:0042310),2/11,0.0013218400851343,0.2558442664921113,0,0,45.10430839002267,298.984305122014,ACTA2;PIK3C2A
GO_Biological_Process_2021,smooth muscle contraction (GO:0006939),2/14,0.0021657651600423,0.2558442664921113,0,0,33.82312925170068,207.5042741698455,ACTA2;PIK3C2A
GO_Biological_Process_2021,ncRNA transcription (GO:0098781),2/14,0.0021657651600423,0.2558442664921113,0,0,33.82312925170068,207.5042741698455,SPIN1;RPAP2
GO_Biological_Process_2021,"RNA phosphodiester bond hydrolysis, endonucleolytic (GO:0090502)",2/15,0.0024908343052083,0.2558442664921113,0,0,31.21978021978022,187.16687708215863,POP7;LACTB2
GO_Biological_Process_2021,modulation by host of viral genome replication (GO:0044827),2/15,0.0024908343052083,0.2558442664921113,0,0,31.21978021978022,187.16687708215863,ZBED1;NUCKS1
GO_Biological_Process_2021,tRNA processing (GO:0008033),3/64,0.004051724989556,0.2842683712876614,0,0,10.058644583403751,55.40917594097984,TSEN34;PTCD1;POP7
GO_Biological_Process_2021,regulation of TOR signaling (GO:0032006),3/71,0.0054200564280536,0.2842683712876614,0,0,9.020012128562763,47.06325773617709,AKT1S1;TBC1D7;LAMTOR3
GO_Biological_Process_2021,regulation of stress fiber assembly (GO:0051492),3/74,0.006081441880416,0.2842683712876614,0,0,8.637578045593147,44.07335823715741,CD47;F11R;WASF2
GO_Biological_Process_2021,negative regulation of stress fiber assembly (GO:0051497),2/24,0.0063585473607634,0.2842683712876614,0,0,18.43970315398887,93.26719485343038,F11R;WASF2
GO_Biological_Process_2021,negative regulation of actin filament bundle assembly (GO:0032232),2/27,0.0080081065105895,0.2842683712876614,0,0,16.224489795918366,78.32049478663112,F11R;WASF2
GO_Biological_Process_2021,RNA phosphodiester bond hydrolysis (GO:0090501),2/28,0.008596207471144,0.2842683712876614,0,0,15.599686028257455,74.19887958363982,POP7;LACTB2
GO_Biological_Process_2021,positive regulation of signal transduction (GO:0009967),5/252,0.0087117104640192,0.2842683712876614,0,0,4.1877264010228,19.86275118853376,PRKCI;PDCL;BMP2K;SPIN1;ILK
