Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Apelin signaling pathway,4/137,0.0049739964840798,0.3779605900078827,0,0,6.192669172932331,32.84301689755327,MYL4;ACTA2;GNGT2;RPS6KB2
KEGG_2021_Human,mTOR signaling pathway,4/154,0.0074843681189679,0.3779605900078827,0,0,5.486111111111111,26.85417750424261,AKT1S1;RPS6KB2;TBC1D7;LAMTOR3
KEGG_2021_Human,Longevity regulating pathway,3/102,0.0145721785315227,0.4905966772279311,0,0,6.185879412683536,26.15786422245009,HSPA6;AKT1S1;RPS6KB2
KEGG_2021_Human,Autophagy,3/137,0.0314194441411021,0.6163800527886236,0,0,4.562086474842284,15.786317107275496,UVRAG;AKT1S1;RPS6KB2
KEGG_2021_Human,Shigellosis,4/246,0.0350399519708803,0.6163800527886236,0,0,3.384641873278237,11.342836530472548,AKT1S1;RPS6KB2;ILK;WASF2
KEGG_2021_Human,Riboflavin metabolism,1/8,0.0393135041520565,0.6163800527886236,0,0,28.705627705627705,92.8967850071638,ACP2
KEGG_2021_Human,Inositol phosphate metabolism,2/73,0.0517203452860749,0.6163800527886236,0,0,5.699626329405001,16.881746303056282,IMPA1;PIK3C2A
KEGG_2021_Human,Bacterial invasion of epithelial cells,2/77,0.0568570608364096,0.6163800527886236,0,0,5.394557823129252,15.467356382357153,ILK;WASF2
KEGG_2021_Human,Antigen processing and presentation,2/78,0.058168160710821,0.6163800527886236,0,0,5.323308270676692,15.141709290687697,NFYB;HSPA6
KEGG_2021_Human,PD-L1 expression and PD-1 checkpoint pathway in cancer,2/89,0.0732536203857354,0.6163800527886236,0,0,4.647665962936899,12.148197603177868,RPS6KB2;PDCD1
KEGG_2021_Human,Fc gamma R-mediated phagocytosis,2/97,0.0849237360045432,0.6163800527886236,0,0,4.254564983888292,10.49176426482804,RPS6KB2;WASF2
KEGG_2021_Human,Phosphatidylinositol signaling system,2/97,0.0849237360045432,0.6163800527886236,0,0,4.254564983888292,10.49176426482804,IMPA1;PIK3C2A
KEGG_2021_Human,Choline metabolism in cancer,2/98,0.0864201908419545,0.6163800527886236,0,0,4.210034013605442,10.308411171595903,RPS6KB2;WASF2
KEGG_2021_Human,Ribosome biogenesis in eukaryotes,2/108,0.1018050719773058,0.6163800527886236,0,0,3.81093569503273,8.70682707358352,POP7;IMP3
KEGG_2021_Human,Thermogenesis,3/232,0.1104659121595449,0.6163800527886236,0,0,2.656687525323009,5.852810917325962,COA3;AKT1S1;RPS6KB2
KEGG_2021_Human,Vitamin digestion and absorption,1/24,0.113407683581024,0.6163800527886236,0,0,8.729468599033817,19.002011610155247,MMACHC
KEGG_2021_Human,AMPK signaling pathway,2/120,0.1211657133256166,0.6163800527886236,0,0,3.4213075060532687,7.220998411655919,AKT1S1;RPS6KB2
KEGG_2021_Human,Folate biosynthesis,1/26,0.1222622476286691,0.6163800527886236,0,0,8.030303030303031,16.876380218002918,PCBD2
KEGG_2021_Human,Endocytosis,3/252,0.1322873238446812,0.6163800527886236,0,0,2.4408148056142096,4.937228995568672,USP8;PRKCI;HSPA6
KEGG_2021_Human,Lysosome,2/128,0.1345359164474102,0.6163800527886236,0,0,3.202785876255264,6.424545308435403,SCARB2;ACP2
KEGG_2021_Human,Relaxin signaling pathway,2/129,0.1362302303723226,0.6163800527886236,0,0,3.177406395629118,6.333870360024791,ACTA2;GNGT2
KEGG_2021_Human,RNA polymerase,1/31,0.1440174715013112,0.6163800527886236,0,0,6.69023569023569,12.964476920040203,POLR2K
KEGG_2021_Human,Insulin signaling pathway,2/137,0.1499507080843318,0.6163800527886236,0,0,2.9879062736205597,5.669398730173793,PRKCI;RPS6KB2
KEGG_2021_Human,SNARE interactions in vesicular transport,1/33,0.152569319997184,0.6163800527886236,0,0,6.271464646464646,11.79120788980768,BET1L
KEGG_2021_Human,Base excision repair,1/33,0.152569319997184,0.6163800527886236,0,0,6.271464646464646,11.79120788980768,UNG
